StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID41_1,QID41_2,QID41_3,QID41_4,QID41_5,QID41_6,QID41_7,QID41_8,QID41_9,QID41_10,QID41_11,QID45_1,QID45_2,QID45_3,QID45_4,QID45_5,QID45_6,QID45_7,QID45_8,QID45_9,QID45_10,QID45_11,QID42_1,QID42_2,QID42_3,QID42_4,QID42_5,QID42_6,QID42_7,QID42_8,QID42_9,QID42_10,QID42_11,QID44_1,QID44_2,QID44_3,QID44_4,QID44_5,QID44_6,QID44_7,QID44_8,QID44_9,QID44_10,QID44_11,condition,vis,userID,un
3/25/18 13:17,3/25/18 13:29,IP Address,50.32.221.95,100,706,TRUE,3/25/18 13:29,R_3Dhk5mH5cg8pB37,,,,,39.86309814,-76.15249634,anonymous,EN,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,a318117c-1cdd-4dca-b800-3599645d2465,255
3/25/18 13:28,3/25/18 13:29,IP Address,68.54.168.163,100,110,TRUE,3/25/18 13:29,R_0AgtvRLLBcqolkl,,,,,34.71929932,-86.56040192,anonymous,EN,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,a10dcf48-6df3-488a-941d-a409b4318e67,272
3/25/18 13:30,3/25/18 13:31,IP Address,24.101.76.154,100,66,TRUE,3/25/18 13:31,R_1jVrwZr38HowRfR,,,,,38.34150696,-82.51799774,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,none,gun-deaths,45d1160c-cb53-4972-a7c9-1e6423c3e5df,303
3/25/18 13:29,3/25/18 13:31,IP Address,160.3.30.46,100,82,TRUE,3/25/18 13:31,R_3EgRqyJvBzRHn4r,,,,,43.4375,-116.3231964,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,0dd617c9-d2df-48ca-8f12-22a628aa0e44,297
3/25/18 13:29,3/25/18 13:31,IP Address,108.20.38.93,100,115,TRUE,3/25/18 13:31,R_2vk2taIpJ6mbNW0,,,,,42.73240662,-71.186203,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,cf048ec3-e897-4ef4-a752-607b1feb7c14,280
3/25/18 13:28,3/25/18 13:31,IP Address,45.37.38.82,100,213,TRUE,3/25/18 13:31,R_3PjkXw8Zu50ec0r,,,,,35.79119873,-78.48110199,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,story,gun-deaths,2d03b58c-097c-42ae-8540-747f7b97e67e,285
3/25/18 13:30,3/25/18 13:32,IP Address,66.211.225.194,100,117,TRUE,3/25/18 13:32,R_10ABj5LdsRFs8Vw,,,,,42.09519958,-80.09279633,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,none,measles,35d4ed83-c2ac-4626-9dc7-21f15262d93a,295
3/25/18 13:31,3/25/18 13:32,IP Address,107.12.198.106,100,86,TRUE,3/25/18 13:32,R_rqJtIZ1oIu1KAc9,,,,,34.73860168,-76.7677002,anonymous,EN,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,24c4d7a2-7808-4fe5-a1ff-edf359f34157,288
3/25/18 12:34,3/25/18 13:33,IP Address,162.230.205.119,100,3493,TRUE,3/25/18 13:33,R_bOVZerc9U6LFCP7,,,,,40.14610291,-82.98000336,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,9d7acd8d-ed24-4104-bf3c-ea8a6db620a2,19
3/25/18 13:29,3/25/18 13:33,IP Address,108.209.242.168,100,217,TRUE,3/25/18 13:33,R_1FwUIOAswC4eeBu,,,,,38.74220276,-90.25789642,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,0c4b42b2-fb59-4096-b069-a73feef1f38d,299
3/25/18 13:30,3/25/18 13:33,IP Address,45.242.222.10,100,174,TRUE,3/25/18 13:33,R_3KVDcf9PWdLQBmU,,,,,30.0355072,31.2230072,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,4f83c570-3b84-4608-a044-b1962230de48,296
3/25/18 13:32,3/25/18 13:33,IP Address,75.24.43.4,100,72,TRUE,3/25/18 13:33,R_eX8utN9hLJOseSR,,,,,36.7559967,-119.8173981,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,story,measles,7d7638c4-53e1-4f77-81e6-c7bbe07f75ca,309
3/25/18 13:31,3/25/18 13:34,IP Address,96.32.79.171,100,150,TRUE,3/25/18 13:34,R_2SB3Pja1TJ4Mevg,,,,,34.00909424,-84.00879669,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,story,gun-deaths,e0902e96-057b-42bf-9da3-32be3d91ae83,301
3/25/18 13:32,3/25/18 13:35,IP Address,24.129.99.162,100,168,TRUE,3/25/18 13:35,R_2AYgKFxSGFLLduJ,,,,,30.353302,-81.49900055,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,36e6b680-8e9c-4a09-8d9a-b6df0ad2d6c4,315
3/25/18 13:34,3/25/18 13:35,IP Address,108.20.38.93,100,93,TRUE,3/25/18 13:35,R_2nHsoFePTxBNX2h,,,,,42.73240662,-71.186203,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,story,measles,c491b15f-8f51-460f-89ad-5b886a64d086,293
3/25/18 13:33,3/25/18 13:35,IP Address,97.88.229.41,100,127,TRUE,3/25/18 13:35,R_1QyBYqrtiTN3pMU,,,,,44.07150269,-92.5279007,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,all,measles,507b47e0-5467-4995-a7fd-bfd624da7198,308
3/25/18 13:34,3/25/18 13:36,IP Address,75.118.173.144,100,70,TRUE,3/25/18 13:36,R_1dFCltswyhA0Vfl,,,,,40.08529663,-82.97519684,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,none,measles,5538d3a9-94bb-4138-87aa-4a4a9b53788a,311
3/25/18 13:33,3/25/18 13:36,IP Address,96.58.4.78,100,174,TRUE,3/25/18 13:36,R_2ZHReurWvFfwgjb,,,,,28.27220154,-82.3321991,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,df7dfc3f-bfda-4344-a1af-e3239f62af31,298
3/25/18 13:34,3/25/18 13:36,IP Address,76.124.161.101,100,111,TRUE,3/25/18 13:36,R_2f9x3ylJ0xwFgSp,,,,,39.9078064,-75.32510376,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,none,gun-deaths,9fa1e3f7-4c5e-4225-9c78-7a30d3a72558,319
3/25/18 13:36,3/25/18 13:37,IP Address,68.203.0.253,100,70,TRUE,3/25/18 13:37,R_1PZYqah8Q5Nzcw3,,,,,30.41540527,-97.79820251,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,int,gun-deaths,a2cae22c-ef60-42ff-81b0-a2b1da5b2c25,318
3/25/18 13:36,3/25/18 13:37,IP Address,174.18.162.75,100,57,TRUE,3/25/18 13:37,R_21oCYAvTV1zOo3r,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,int,measles,c8c4bf53-2049-45a2-9981-6a3f64e0a63b,326
3/25/18 13:35,3/25/18 13:37,IP Address,98.21.222.52,100,138,TRUE,3/25/18 13:37,R_27EwbxGxq5WgEC8,,,,,41.31159973,-81.54350281,anonymous,EN,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,a7e13717-eaef-4ac6-9ab8-45d9a68fff12,322
3/25/18 13:36,3/25/18 13:38,IP Address,23.120.253.247,100,91,TRUE,3/25/18 13:38,R_wNSsQpKEbEUbjK9,,,,,37.70899963,-122.088501,anonymous,EN,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,87772a98-8cdb-4626-89c0-91fd510ca096,323
3/25/18 13:32,3/25/18 13:38,IP Address,68.224.150.40,100,328,TRUE,3/25/18 13:38,R_3R8givuBTJhgxer,,,,,36.30169678,-115.1524963,anonymous,EN,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,2c90bdfd-1f7e-451b-b18e-b152a02e7968,313
3/25/18 13:37,3/25/18 13:38,IP Address,144.121.121.100,100,72,TRUE,3/25/18 13:38,R_XAfX0KRYVmfxnvr,,,,,40.66169739,-73.98549652,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,7fc65aa6-c9ac-488b-9bb6-a3adcfeeaf1b,312
3/25/18 13:36,3/25/18 13:38,IP Address,174.140.64.232,100,103,TRUE,3/25/18 13:38,R_5sEgOWm5fQ421yN,,,,,39.89370728,-79.74919891,anonymous,EN,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,d3f069c9-672d-451f-87c9-74cf132b94f7,320
3/25/18 13:35,3/25/18 13:38,IP Address,76.170.197.109,100,158,TRUE,3/25/18 13:38,R_2rYDkQulChxKHkC,,,,,33.81610107,-117.9794006,anonymous,EN,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,057dfbc4-b016-4254-93e6-6efd14c60e30,307
3/25/18 13:37,3/25/18 13:38,IP Address,73.238.212.54,100,69,TRUE,3/25/18 13:38,R_2Qsm2iQAv7k3s8K,,,,,41.68159485,-72.94049835,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,all,measles,4aedec69-49c2-42bb-95a3-c8addf5d6223,324
3/25/18 13:36,3/25/18 13:39,IP Address,71.13.32.216,100,138,TRUE,3/25/18 13:39,R_vSnIBmykS8EHv9f,,,,,46.57539368,-92.13780212,anonymous,EN,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,b4a87247-c712-40af-a5a0-d6eaf1369e30,305
3/25/18 13:37,3/25/18 13:40,IP Address,74.105.107.35,100,162,TRUE,3/25/18 13:40,R_3hfHWvGMLfynhuN,,,,,40.0039978,-74.22579956,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,9f2a02ed-5b5e-4016-8751-23e3c7a1f03b,314
3/25/18 13:37,3/25/18 13:41,IP Address,24.236.231.205,100,239,TRUE,3/25/18 13:41,R_2CvNczKtNbK160Z,,,,,43.04429626,-83.51920319,anonymous,EN,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,108c4175-170e-4899-ac84-50c0b286c2f3,321
3/25/18 13:36,3/25/18 13:41,IP Address,98.175.106.247,100,284,TRUE,3/25/18 13:41,R_1QLbO3KizfSbvun,,,,,32.79519653,-116.9671021,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,int,measles,8e4cfc10-a837-4c94-9144-faf7c16d9992,310
3/25/18 13:30,3/25/18 13:42,IP Address,216.81.96.184,100,727,TRUE,3/25/18 13:42,R_2e8QUpXrDVeJVK6,,,,,31.5428009,-82.44850159,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,all,measles,ab0bebd7-c188-4a5c-9b0d-4e85822f5358,276
3/25/18 13:42,3/25/18 13:44,IP Address,71.244.173.90,100,110,TRUE,3/25/18 13:44,R_3psEx0otpOxd9cn,,,,,39.11830139,-76.68540192,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,aeed7c6f-7eac-43a7-ae1c-67e2c5b036e8,329
3/25/18 13:44,3/25/18 13:45,IP Address,76.99.106.87,100,84,TRUE,3/25/18 13:45,R_22Wf3XkQrlVGXcw,,,,,40.0328064,-75.17949677,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,all,measles,0bd649b5-42ed-4951-874d-8f53caa8b71c,337
3/25/18 13:44,3/25/18 13:46,IP Address,24.9.103.167,100,84,TRUE,3/25/18 13:46,R_10MJGcAirJZYs4K,,,,,39.62759399,-104.7833023,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,46dd6333-c15f-46b5-b772-4ab85cfc4d2f,344
3/25/18 13:42,3/25/18 13:47,IP Address,71.38.36.55,100,284,TRUE,3/25/18 13:47,R_3ekloZ5MBwWhMcq,,,,,36.21429443,-115.2130966,anonymous,EN,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,849ee39b-17d6-4582-b69d-a125d528b9f3,330
3/25/18 13:45,3/25/18 13:48,IP Address,173.202.118.9,100,136,TRUE,3/25/18 13:48,R_RP2jwByfFQ1fnxL,,,,,36.331604,-92.41030121,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,3b303a97-68f1-41fb-b5b4-6a20b528a109,341
3/25/18 13:45,3/25/18 13:49,IP Address,96.36.34.115,100,242,TRUE,3/25/18 13:49,R_1LUsRX6VhT1cGLB,,,,,43.01609802,-86.12670135,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,story,gun-deaths,e8bbdcb9-f0a6-460e-94e1-f1fa6b109036,333
3/25/18 13:50,3/25/18 13:51,IP Address,104.185.40.159,100,73,TRUE,3/25/18 13:51,R_5v7Gz96JvDhKODD,,,,,36.62489319,-121.8256989,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,story,measles,3f670489-b4a4-45ec-961b-07a96f0ee075,354
3/25/18 13:50,3/25/18 13:52,IP Address,188.24.162.249,100,123,TRUE,3/25/18 13:52,R_3Lj8SrbsVGMuaCW,,,,,46.54249573,24.55749512,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,story,gun-deaths,317d6f66-c509-496f-86be-011bb6c09696,346
3/25/18 13:49,3/25/18 13:53,IP Address,174.32.160.253,100,247,TRUE,3/25/18 13:53,R_tYcMadBWXqKasg1,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,995f3e2d-595b-4b03-b2d7-6a66f4ca28e7,343
3/25/18 13:51,3/25/18 13:53,IP Address,47.205.80.102,100,134,TRUE,3/25/18 13:53,R_1QmYzF5epwIDUcu,,,,,27.17990112,-82.38939667,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,all,gun-deaths,da83e0e2-1c43-4ed0-a80e-f04eb1efef7a,345
3/25/18 13:52,3/25/18 13:54,IP Address,216.114.36.208,100,112,TRUE,3/25/18 13:54,R_XGQ3vkygNSkXlcZ,,,,,32.9559021,-97.71440125,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,none,carbon-clock,afdc31b8-f0d8-4e34-80c5-92a970b3d37e,360
3/25/18 13:52,3/25/18 13:55,IP Address,207.144.217.94,100,173,TRUE,3/25/18 13:55,R_A0RKuVKcV93NiKJ,,,,,32.91830444,-80.68789673,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,int,gun-deaths,896ef2fd-ec1e-4cfe-98fb-445dad52d439,347
3/25/18 13:54,3/25/18 13:55,IP Address,98.219.165.252,100,90,TRUE,3/25/18 13:55,R_ZxXwN99kdAaDfRD,,,,,39.64079285,-78.96800232,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,int,gun-deaths,21f2a97b-0841-4528-b217-ad0e74ef9513,363
3/25/18 13:53,3/25/18 13:55,IP Address,108.207.24.43,100,160,TRUE,3/25/18 13:55,R_1f40NLUET7xzPHB,,,,,34.31770325,-80.57710266,anonymous,EN,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,e652fd65-bc34-40df-9976-368138846a17,352
3/25/18 13:49,3/25/18 13:56,IP Address,73.246.83.194,100,407,TRUE,3/25/18 13:56,R_2fiYxzJ6LfDzXgm,,,,,41.78700256,-88.08329773,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,story,measles,46afa33d-ab37-460f-ab46-868e9ff8c4c8,338
3/25/18 13:54,3/25/18 13:57,IP Address,65.96.4.179,100,145,TRUE,3/25/18 13:57,R_1LcmUi1ly3uuGgi,,,,,43.63609314,-72.24130249,anonymous,EN,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,us-healthcare,4f6b97db-d4b2-493c-afa2-84ff16951bfd,365
3/25/18 13:54,3/25/18 13:57,IP Address,97.83.104.154,100,152,TRUE,3/25/18 13:57,R_2s0FziznlTj5054,,,,,45.41760254,-84.5809021,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,none,measles,4ea4b1b6-ece5-463d-babb-e3dd407d25bf,356
3/25/18 13:51,3/25/18 13:57,IP Address,73.81.148.54,100,345,TRUE,3/25/18 13:57,R_2zCItlZwFLIJfzE,,,,,40.0375061,-75.145401,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,int,measles,457af7c4-d542-4780-8e7d-44b43df9e91b,339
3/25/18 13:51,3/25/18 13:57,IP Address,107.77.226.224,100,392,TRUE,3/25/18 13:57,R_25WwWqkhf7b6Twy,,,,,40.71080017,-73.7397995,anonymous,EN,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,us-healthcare,4ffb3a63-d38e-40ac-810a-55f6dc6600c5,351
3/25/18 13:54,3/25/18 13:58,IP Address,72.234.244.170,100,208,TRUE,3/25/18 13:58,R_2Sc7Yqb8jUfNed7,,,,,19.69760132,-155.1412964,anonymous,EN,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,aba429d0-7bd9-423b-801e-18c02b5471e8,350
3/25/18 13:56,3/25/18 13:58,IP Address,174.110.82.173,100,99,TRUE,3/25/18 13:58,R_4Zqjhqp5Y6NutoZ,,,,,34.92730713,-78.90930176,anonymous,EN,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,story,us-healthcare,a187497c-69c3-4476-b456-64f51850cc43,366
3/25/18 12:43,3/25/18 13:58,IP Address,173.24.88.152,100,4490,TRUE,3/25/18 13:58,R_32QtItstS5Z7w11,,,,,33.70680237,-117.1987,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,int,gun-deaths,76353a61-8d99-4688-86a8-dfaebf8b9cc3,142
3/25/18 13:53,3/25/18 13:58,IP Address,99.44.116.191,100,293,TRUE,3/25/18 13:58,R_OrFUJVuP454Ssal,,,,,32.79640198,-117.0690002,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,all,carbon-clock,2a87a739-c566-4a21-b572-c76dbf020e88,357
3/25/18 13:57,3/25/18 13:59,IP Address,66.69.108.240,100,108,TRUE,3/25/18 13:59,R_cMDhyOVdsaFVv3z,,,,,29.48860168,-98.27349854,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,all,measles,1edc4c2d-e5fd-43ac-ae5e-4cdcf0c5997b,369
3/25/18 13:56,3/25/18 13:59,IP Address,73.65.124.254,100,183,TRUE,3/25/18 13:59,R_24HRmha3R3Ai9f2,,,,,44.94639587,-93.05149841,anonymous,EN,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,int,carbon-clock,6c0ff8d5-0d15-4d0b-a7a4-7a376438251f,359
3/25/18 13:58,3/25/18 13:59,IP Address,73.216.207.90,100,94,TRUE,3/25/18 13:59,R_2sdnoU2Xh2RaZ01,,,,,37.55769348,-77.37689972,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,measles,1b7c9d5a-865f-471d-950e-8802d1e850a4,372
3/25/18 13:58,3/25/18 14:00,IP Address,108.2.215.50,100,129,TRUE,3/25/18 14:00,R_3G1cVjGf9j3MAfy,,,,,40.15449524,-75.38089752,anonymous,EN,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,story,carbon-clock,acdd9a28-36fd-4064-9815-79d434d7bd14,374
3/25/18 13:55,3/25/18 14:01,IP Address,162.195.226.56,100,313,TRUE,3/25/18 14:01,R_ST9Y9D9DYETuIff,,,,,37.3506012,-94.68190002,anonymous,EN,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,us-healthcare,facc9d9d-bece-4de1-a176-826f008ad1d8,368
